id_student,final_result,avg_days_to_deadline,std_days_to_deadline,earliest_submission,latest_submission,avg_score,num_submissions,num_login_days,total_clicks,last_minute_ratio,engagement_intensity,deadline_pressure,login_consistency,early_starter,completion_rate,activity_span,high_risk
94961,Withdrawn,-4.0,8.461678320522472,-20.0,5.0,65.33333333333333,6.0,93.0,1240.0,0.16666666666666666,13.333333333333334,0.0,8.461678320522472,1,1.0,25.0,1
94961,Withdrawn,-4.0,8.461678320522472,-20.0,5.0,65.33333333333333,6.0,93.0,1240.0,0.16666666666666666,13.333333333333334,0.0,8.461678320522472,1,1.0,25.0,1
98094,Pass,-7.8,4.8166378315169185,-13.0,-1.0,60.6,5.0,91.0,2839.0,0.2,31.197802197802197,0.0,4.8166378315169185,1,1.0,12.0,0
100893,Pass,0.2,3.7013511046643495,-4.0,5.0,68.4,5.0,52.0,744.0,0.2,14.307692307692308,0.2,3.7013511046643495,0,1.0,9.0,0
101781,Pass,-1.8,0.8366600265340756,-3.0,-1.0,72.6,5.0,144.0,4104.0,0.4,28.5,0.0,0.8366600265340756,0,1.0,2.0,0
102806,Pass,0.0,0.0,0.0,0.0,78.0,5.0,177.0,1944.0,1.0,10.983050847457626,0.0,0.0,0,1.0,0.0,0
102952,Pass,-0.4,0.894427190999916,-2.0,0.0,76.6,5.0,58.0,1150.0,0.8,19.82758620689655,0.0,0.894427190999916,0,1.0,2.0,0
104476,Pass,3.8,5.310367218940701,0.0,11.0,79.6,5.0,161.0,4777.0,0.6,29.67080745341615,3.8,5.310367218940701,0,1.0,11.0,1
106247,Withdrawn,7.0,7.937253933193772,-2.0,13.0,60.0,3.0,33.0,465.0,0.0,14.090909090909092,7.0,7.937253933193772,0,0.6,15.0,1
106577,Pass,1.2,3.271085446759225,-1.0,7.0,53.4,5.0,47.0,733.0,0.8,15.595744680851064,1.2,3.271085446759225,0,1.0,8.0,0
110175,Pass,-0.4,0.894427190999916,-1.0,1.0,63.4,5.0,70.0,998.0,1.0,14.257142857142858,0.0,0.894427190999916,0,1.0,2.0,0
111717,Pass,-3.0,5.196152422706632,-9.0,0.0,81.0,3.0,136.0,2343.0,0.6666666666666666,17.227941176470587,0.0,5.196152422706632,1,0.6,9.0,0
113295,Pass,3.4,5.128352561983234,-4.0,7.0,77.6,5.0,195.0,3553.0,0.2,18.22051282051282,3.4,5.128352561983234,0,1.0,11.0,1
114017,Pass,-1.0,0.0,-1.0,-1.0,71.8,5.0,50.0,757.0,1.0,15.14,0.0,0.0,0,1.0,0.0,0
114999,Pass,1.4,3.7815340802378077,-2.0,6.0,72.8,5.0,120.0,1358.0,0.4,11.316666666666666,1.4,3.7815340802378077,0,1.0,8.0,0
116541,Pass,9.4,8.203657720797473,0.0,21.0,62.4,5.0,108.0,1886.0,0.2,17.462962962962962,9.4,8.203657720797473,0,1.0,21.0,1
116692,Pass,-4.6,2.1908902300206647,-7.0,-3.0,74.2,5.0,98.0,1108.0,0.0,11.306122448979592,0.0,2.1908902300206647,0,1.0,4.0,0
118983,Pass,0.0,0.0,0.0,0.0,61.8,5.0,27.0,284.0,1.0,10.518518518518519,0.0,0.0,0,1.0,0.0,0
123044,Pass,1.2,2.6832815729997477,0.0,6.0,71.4,5.0,127.0,2041.0,0.8,16.070866141732285,1.2,2.6832815729997477,0,1.0,6.0,0
127582,Pass,4.2,3.8340579025361627,0.0,7.0,69.6,5.0,89.0,1321.0,0.4,14.842696629213483,4.2,3.8340579025361627,0,1.0,7.0,1
129955,Withdrawn,-30.666666666666668,48.59492428913401,-118.0,10.0,81.0,6.0,110.0,1888.0,0.3333333333333333,17.163636363636364,0.0,48.59492428913401,1,1.0,128.0,1
129955,Withdrawn,-30.666666666666668,48.59492428913401,-118.0,10.0,81.0,6.0,110.0,1888.0,0.3333333333333333,17.163636363636364,0.0,48.59492428913401,1,1.0,128.0,1
132976,Pass,-0.8,0.4472135954999579,-1.0,0.0,67.4,5.0,32.0,520.0,1.0,16.25,0.0,0.4472135954999579,0,1.0,1.0,0
134143,Distinction,-0.8,0.4472135954999579,-1.0,0.0,84.4,5.0,138.0,2732.0,1.0,19.797101449275363,0.0,0.4472135954999579,0,1.0,1.0,0
135335,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,14.0,73.0,,5.214285714285714,0.0,0.0,0,0.0,0.0,1
135335,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,14.0,73.0,,5.214285714285714,0.0,0.0,0,0.0,0.0,1
135400,Withdrawn,4.428571428571429,7.091242083423347,-5.0,14.0,53.142857142857146,7.0,43.0,610.0,0.2857142857142857,14.186046511627907,4.428571428571429,7.091242083423347,0,1.0,19.0,1
135400,Withdrawn,4.428571428571429,7.091242083423347,-5.0,14.0,53.142857142857146,7.0,43.0,610.0,0.2857142857142857,14.186046511627907,4.428571428571429,7.091242083423347,0,1.0,19.0,1
137873,Pass,-1.8,2.4899799195977463,-5.0,0.0,80.2,5.0,192.0,5528.0,0.6,28.791666666666668,0.0,2.4899799195977463,0,1.0,5.0,0
141355,Pass,1.4,3.1304951684997055,0.0,7.0,72.6,5.0,92.0,1823.0,0.8,19.815217391304348,1.4,3.1304951684997055,0,1.0,7.0,0
141377,Withdrawn,8.5,13.852797551397336,-2.0,35.0,48.833333333333336,6.0,41.0,756.0,0.3333333333333333,18.4390243902439,8.5,13.852797551397336,0,1.0,37.0,1
141377,Withdrawn,8.5,13.852797551397336,-2.0,35.0,48.833333333333336,6.0,41.0,756.0,0.3333333333333333,18.4390243902439,8.5,13.852797551397336,0,1.0,37.0,1
142326,Pass,1.0,5.70087712549569,-3.0,11.0,73.6,5.0,95.0,2121.0,0.4,22.326315789473686,1.0,5.70087712549569,0,1.0,14.0,0
144801,Pass,0.6,0.894427190999916,0.0,2.0,68.8,5.0,200.0,5645.0,0.8,28.225,0.6,0.894427190999916,0,1.0,2.0,0
145130,Pass,4.2,5.761944116355173,0.0,11.0,54.4,5.0,35.0,452.0,0.6,12.914285714285715,4.2,5.761944116355173,0,1.0,11.0,1
146188,Fail,4.8,7.463243262818116,0.0,17.0,50.0,5.0,32.0,597.0,0.6,18.65625,4.8,7.463243262818116,0,1.0,17.0,1
147756,Fail,6.777777777777778,6.704061787039588,-1.0,21.0,68.66666666666667,9.0,127.0,1718.0,0.2222222222222222,13.527559055118111,6.777777777777778,6.704061787039588,0,1.0,22.0,1
147756,Fail,6.777777777777778,6.704061787039588,-1.0,21.0,68.66666666666667,9.0,127.0,1718.0,0.2222222222222222,13.527559055118111,6.777777777777778,6.704061787039588,0,1.0,22.0,1
147793,Withdrawn,13.0,0.0,13.0,13.0,52.0,1.0,9.0,155.0,0.0,17.22222222222222,13.0,0.0,0,0.2,0.0,1
148993,Withdrawn,4.25,3.2841611235921855,0.0,9.0,79.5,8.0,198.0,3812.0,0.25,19.252525252525253,4.25,3.2841611235921855,0,1.0,9.0,1
148993,Withdrawn,4.25,3.2841611235921855,0.0,9.0,79.5,8.0,198.0,3812.0,0.25,19.252525252525253,4.25,3.2841611235921855,0,1.0,9.0,1
151358,Pass,-3.6,3.0495901363953815,-9.0,-2.0,50.0,5.0,20.0,270.0,0.0,13.5,0.0,3.0495901363953815,1,1.0,7.0,0
155550,Pass,0.8,1.7888543819998317,0.0,4.0,67.0,5.0,81.0,1529.0,0.8,18.876543209876544,0.8,1.7888543819998317,0,1.0,4.0,0
155854,Pass,-1.0,0.0,-1.0,-1.0,79.8,5.0,202.0,4003.0,1.0,19.816831683168317,0.0,0.0,0,1.0,0.0,0
155984,Withdrawn,7.142857142857143,13.4465431918216,0.0,36.0,78.14285714285714,7.0,134.0,2645.0,0.7142857142857143,19.738805970149254,7.142857142857143,13.4465431918216,0,1.0,36.0,1
155984,Withdrawn,7.142857142857143,13.4465431918216,0.0,36.0,78.14285714285714,7.0,134.0,2645.0,0.7142857142857143,19.738805970149254,7.142857142857143,13.4465431918216,0,1.0,36.0,1
157568,Pass,9.4,9.60728889958036,-1.0,21.0,70.6,5.0,87.0,1405.0,0.4,16.149425287356323,9.4,9.60728889958036,0,1.0,22.0,1
159954,Withdrawn,-11.2,27.344103569142653,-55.0,12.0,68.2,5.0,124.0,2062.0,0.2,16.629032258064516,0.0,27.344103569142653,1,1.0,67.0,1
159954,Withdrawn,-11.2,27.344103569142653,-55.0,12.0,68.2,5.0,124.0,2062.0,0.2,16.629032258064516,0.0,27.344103569142653,1,1.0,67.0,1
164259,Pass,-0.4,1.3416407864998738,-1.0,2.0,71.8,5.0,51.0,466.0,0.8,9.137254901960784,0.0,1.3416407864998738,0,1.0,3.0,0
167906,Pass,2.8,3.8340579025361627,0.0,7.0,69.4,5.0,99.0,1510.0,0.6,15.252525252525253,2.8,3.8340579025361627,0,1.0,7.0,0
168936,Pass,0.0,0.0,0.0,0.0,66.4,5.0,42.0,745.0,1.0,17.738095238095237,0.0,0.0,0,1.0,0.0,0
172112,Pass,7.0,7.0,0.0,14.0,69.6,5.0,135.0,1939.0,0.4,14.362962962962962,7.0,7.0,0,1.0,14.0,1
172797,Pass,0.8,3.271085446759225,-2.0,6.0,61.4,5.0,86.0,1782.0,0.4,20.72093023255814,0.8,3.271085446759225,0,1.0,8.0,0
174782,Pass,-2.0,0.0,-2.0,-2.0,80.4,5.0,249.0,6318.0,0.0,25.373493975903614,0.0,0.0,0,1.0,0.0,0
175392,Pass,-1.8,0.8366600265340756,-3.0,-1.0,82.4,5.0,197.0,4447.0,0.4,22.573604060913706,0.0,0.8366600265340756,0,1.0,2.0,0
175932,Pass,0.4,1.9493588689617927,-1.0,3.0,78.2,5.0,97.0,2016.0,0.6,20.783505154639176,0.4,1.9493588689617927,0,1.0,4.0,0
175991,Fail,16.2,27.949955277245078,-4.0,62.0,37.6,5.0,17.0,138.0,0.4,8.117647058823529,16.2,27.949955277245078,0,1.0,66.0,1
180753,Pass,-2.8,2.16794833886788,-6.0,-1.0,53.4,5.0,157.0,2012.0,0.4,12.815286624203821,0.0,2.16794833886788,0,1.0,5.0,0
181316,Withdrawn,1.0,0.0,1.0,1.0,76.0,1.0,20.0,487.0,1.0,24.35,1.0,0.0,0,0.2,0.0,1
183096,Pass,0.6,1.3416407864998738,0.0,3.0,54.0,5.0,116.0,1975.0,0.8,17.025862068965516,0.6,1.3416407864998738,0,1.0,3.0,0
183947,Pass,1.0,1.7320508075688772,0.0,4.0,49.0,5.0,58.0,964.0,0.8,16.620689655172413,1.0,1.7320508075688772,0,1.0,4.0,0
184271,Pass,-2.6,3.209361307176242,-8.0,0.0,59.8,5.0,147.0,1312.0,0.6,8.92517006802721,0.0,3.209361307176242,1,1.0,8.0,0
185439,Fail,5.0,0.0,5.0,5.0,74.0,1.0,15.0,427.0,0.0,28.466666666666665,5.0,0.0,0,0.2,0.0,1
186149,Pass,8.6,6.06630035524124,0.0,14.0,76.0,5.0,109.0,2136.0,0.2,19.59633027522936,8.6,6.06630035524124,0,1.0,14.0,1
187100,Distinction,-2.0,0.0,-2.0,-2.0,89.2,5.0,231.0,8562.0,0.0,37.064935064935064,0.0,0.0,0,1.0,0.0,0
188278,Withdrawn,0.8333333333333334,1.6020819787597222,0.0,4.0,71.66666666666667,6.0,167.0,4497.0,0.8333333333333334,26.92814371257485,0.8333333333333334,1.6020819787597222,0,1.0,4.0,1
188278,Withdrawn,0.8333333333333334,1.6020819787597222,0.0,4.0,71.66666666666667,6.0,167.0,4497.0,0.8333333333333334,26.92814371257485,0.8333333333333334,1.6020819787597222,0,1.0,4.0,1
189879,Pass,-0.6,4.449719092257398,-6.0,6.0,79.4,5.0,84.0,1541.0,0.4,18.345238095238095,0.0,4.449719092257398,0,1.0,12.0,0
192183,Pass,0.4,2.073644135332772,-1.0,4.0,68.4,5.0,176.0,3219.0,0.8,18.289772727272727,0.4,2.073644135332772,0,1.0,5.0,0
195262,Withdrawn,1.0,0.0,1.0,1.0,50.0,1.0,58.0,1905.0,1.0,32.8448275862069,1.0,0.0,0,0.2,0.0,1
200860,Pass,-2.0,3.3166247903554,-7.0,2.0,54.4,5.0,81.0,534.0,0.4,6.592592592592593,0.0,3.3166247903554,0,1.0,9.0,0
202635,Withdrawn,10.333333333333334,3.214550253664318,8.0,14.0,66.66666666666667,3.0,47.0,1418.0,0.0,30.170212765957448,10.333333333333334,3.214550253664318,0,0.6,6.0,1
205350,Pass,0.0,0.0,0.0,0.0,72.2,5.0,126.0,1665.0,1.0,13.214285714285714,0.0,0.0,0,1.0,0.0,0
205719,Fail,3.6666666666666665,3.511884584284246,0.0,7.0,56.666666666666664,3.0,32.0,333.0,0.3333333333333333,10.40625,3.6666666666666665,3.511884584284246,0,0.6,7.0,1
227499,Distinction,-1.0,1.2247448713915892,-3.0,0.0,83.6,5.0,162.0,2953.0,0.8,18.228395061728396,0.0,1.2247448713915892,0,1.0,3.0,0
227517,Fail,-0.6,0.5477225575051662,-1.0,0.0,62.6,5.0,69.0,1205.0,1.0,17.463768115942027,0.0,0.5477225575051662,0,1.0,1.0,1
228082,Pass,0.0,0.0,0.0,0.0,72.4,5.0,37.0,227.0,1.0,6.135135135135135,0.0,0.0,0,1.0,0.0,0
228222,Pass,6.8,6.760177512462229,0.0,14.0,61.8,5.0,38.0,445.0,0.4,11.710526315789474,6.8,6.760177512462229,0,1.0,14.0,1
229179,Pass,-0.8,0.8366600265340756,-2.0,0.0,66.0,5.0,50.0,614.0,0.8,12.28,0.0,0.8366600265340756,0,1.0,2.0,0
229361,Pass,-1.0,0.0,-1.0,-1.0,78.0,5.0,123.0,1215.0,1.0,9.878048780487806,0.0,0.0,0,1.0,0.0,0
231554,Pass,0.5,0.5773502691896257,0.0,1.0,67.75,4.0,86.0,1839.0,1.0,21.38372093023256,0.5,0.5773502691896257,0,0.8,1.0,0
235507,Withdrawn,1.6666666666666667,3.7771241264574122,-1.0,7.0,57.833333333333336,6.0,136.0,1257.0,0.6666666666666666,9.242647058823529,1.6666666666666667,3.7771241264574122,0,1.0,8.0,1
235507,Withdrawn,1.6666666666666667,3.7771241264574122,-1.0,7.0,57.833333333333336,6.0,136.0,1257.0,0.6666666666666666,9.242647058823529,1.6666666666666667,3.7771241264574122,0,1.0,8.0,1
236284,Pass,1.6,2.1908902300206647,0.0,4.0,78.0,5.0,41.0,732.0,0.6,17.853658536585368,1.6,2.1908902300206647,0,1.0,4.0,0
238007,Pass,0.0,0.0,0.0,0.0,79.2,5.0,162.0,1935.0,1.0,11.944444444444445,0.0,0.0,0,1.0,0.0,0
240712,Pass,0.0,0.0,0.0,0.0,75.8,5.0,26.0,321.0,1.0,12.346153846153847,0.0,0.0,0,1.0,0.0,0
240884,Pass,-2.0,1.7320508075688772,-5.0,-1.0,58.4,5.0,44.0,427.0,0.6,9.704545454545455,0.0,1.7320508075688772,0,1.0,4.0,0
241649,Pass,-6.0,6.041522986797286,-13.0,0.0,78.8,5.0,135.0,1892.0,0.2,14.014814814814814,0.0,6.041522986797286,1,1.0,13.0,0
241729,Fail,1.0,5.1478150704935,-3.0,10.0,58.6,5.0,117.0,1829.0,0.6,15.632478632478632,1.0,5.1478150704935,0,1.0,13.0,1
242793,Pass,-0.6,0.5477225575051661,-1.0,0.0,77.4,5.0,56.0,658.0,1.0,11.75,0.0,0.5477225575051661,0,1.0,1.0,0
246834,Pass,-0.2,0.447213595499958,-1.0,0.0,55.6,5.0,68.0,1174.0,1.0,17.264705882352942,0.0,0.447213595499958,0,1.0,1.0,0
248270,Pass,3.8,4.324349662087931,-1.0,9.0,78.4,5.0,193.0,1969.0,0.4,10.202072538860104,3.8,4.324349662087931,0,1.0,10.0,1
255548,Pass,4.8,4.324349662087931,0.0,11.0,71.4,5.0,166.0,2580.0,0.2,15.542168674698795,4.8,4.324349662087931,0,1.0,11.0,1
256815,Pass,4.6,8.590692637965812,-5.0,18.0,76.8,5.0,139.0,1481.0,0.2,10.654676258992806,4.6,8.590692637965812,0,1.0,23.0,1
258392,Pass,2.2,3.96232255123179,-1.0,7.0,58.8,5.0,53.0,844.0,0.6,15.924528301886792,2.2,3.96232255123179,0,1.0,8.0,0
258894,Pass,3.2,5.630275304103699,0.0,13.0,64.8,5.0,204.0,4963.0,0.6,24.32843137254902,3.2,5.630275304103699,0,1.0,13.0,1
260355,Withdrawn,5.666666666666667,4.041451884327381,2.0,10.0,57.5,3.0,43.0,426.0,0.0,9.906976744186046,5.666666666666667,4.041451884327381,0,0.6,8.0,1
260355,Withdrawn,5.666666666666667,4.041451884327381,2.0,10.0,57.5,3.0,43.0,426.0,0.0,9.906976744186046,5.666666666666667,4.041451884327381,0,0.6,8.0,1
262011,Pass,2.6,6.387487769068525,-1.0,14.0,71.0,5.0,69.0,1066.0,0.8,15.44927536231884,2.6,6.387487769068525,0,1.0,15.0,0
262934,Pass,-1.0,0.0,-1.0,-1.0,76.6,5.0,119.0,2407.0,1.0,20.22689075630252,0.0,0.0,0,1.0,0.0,0
268073,Fail,-2.2,1.6431676725154984,-4.0,-1.0,74.6,5.0,116.0,3210.0,0.6,27.67241379310345,0.0,1.6431676725154984,0,1.0,3.0,1
268733,Withdrawn,5.5,6.363961030678928,1.0,10.0,43.0,2.0,18.0,191.0,0.5,10.61111111111111,5.5,6.363961030678928,0,0.4,9.0,1
268733,Withdrawn,5.5,6.363961030678928,1.0,10.0,43.0,2.0,18.0,191.0,0.5,10.61111111111111,5.5,6.363961030678928,0,0.4,9.0,1
271251,Pass,0.0,0.0,0.0,0.0,76.4,5.0,128.0,3348.0,1.0,26.15625,0.0,0.0,0,1.0,0.0,0
277880,Withdrawn,-28.666666666666668,50.492243628766055,-118.0,18.0,67.66666666666667,6.0,82.0,2028.0,0.16666666666666666,24.73170731707317,0.0,50.492243628766055,1,1.0,136.0,1
277880,Withdrawn,-28.666666666666668,50.492243628766055,-118.0,18.0,67.66666666666667,6.0,82.0,2028.0,0.16666666666666666,24.73170731707317,0.0,50.492243628766055,1,1.0,136.0,1
279572,Distinction,-3.0,2.9154759474226504,-7.0,0.0,79.2,5.0,63.0,1183.0,0.4,18.77777777777778,0.0,2.9154759474226504,0,1.0,7.0,0
281022,Pass,1.4,2.4083189157584592,-1.0,4.0,73.4,5.0,49.0,492.0,0.6,10.040816326530612,1.4,2.4083189157584592,0,1.0,5.0,0
281250,Fail,-2.2,2.16794833886788,-6.0,-1.0,55.4,5.0,15.0,130.0,0.6,8.666666666666666,0.0,2.16794833886788,0,1.0,5.0,1
281589,Fail,0.0,0.0,0.0,0.0,0.0,0.0,8.0,59.0,,7.375,0.0,0.0,0,0.0,0.0,1
282821,Pass,5.8,5.310367218940701,0.0,10.0,60.6,5.0,87.0,1961.0,0.4,22.54022988505747,5.8,5.310367218940701,0,1.0,10.0,1
286488,Pass,2.0,2.9154759474226504,-1.0,6.0,71.0,5.0,68.0,1046.0,0.6,15.382352941176471,2.0,2.9154759474226504,0,1.0,7.0,0
287548,Pass,-0.4,1.3416407864998738,-1.0,2.0,67.8,5.0,47.0,483.0,0.8,10.27659574468085,0.0,1.3416407864998738,0,1.0,3.0,0
290201,Pass,1.2,3.271085446759225,-1.0,7.0,70.4,5.0,108.0,1740.0,0.8,16.11111111111111,1.2,3.271085446759225,0,1.0,8.0,0
290757,Pass,-0.8,0.4472135954999579,-1.0,0.0,75.0,5.0,33.0,652.0,1.0,19.757575757575758,0.0,0.4472135954999579,0,1.0,1.0,0
291334,Distinction,0.6,3.0495901363953815,-1.0,6.0,83.6,5.0,229.0,5231.0,0.8,22.842794759825328,0.6,3.0495901363953815,0,1.0,7.0,0
292923,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0,0.0,0.0,1
293699,Pass,4.0,4.618802153517006,0.0,8.0,46.75,4.0,28.0,187.0,0.5,6.678571428571429,4.0,4.618802153517006,0,0.8,8.0,1
294570,Pass,-3.6,0.8944271909999159,-5.0,-3.0,78.2,5.0,119.0,1775.0,0.0,14.915966386554622,0.0,0.8944271909999159,0,1.0,2.0,0
294594,Pass,-1.4,0.5477225575051662,-2.0,-1.0,52.8,5.0,94.0,865.0,0.6,9.202127659574469,0.0,0.5477225575051662,0,1.0,1.0,0
295741,Fail,-0.5882352941176471,2.623423896585619,-4.0,7.0,71.0,17.0,166.0,3099.0,0.5882352941176471,18.66867469879518,0.0,2.623423896585619,0,1.0,11.0,1
295741,Fail,-0.5882352941176471,2.623423896585619,-4.0,7.0,71.0,17.0,166.0,3099.0,0.5882352941176471,18.66867469879518,0.0,2.623423896585619,0,1.0,11.0,1
296332,Distinction,-2.8,2.4899799195977463,-7.0,-1.0,86.8,5.0,124.0,2152.0,0.4,17.35483870967742,0.0,2.4899799195977463,0,1.0,6.0,0
298696,Pass,2.6,6.387487769068525,-1.0,14.0,80.8,5.0,58.0,514.0,0.8,8.862068965517242,2.6,6.387487769068525,0,1.0,15.0,0
300398,Pass,-8.6,7.092249290598858,-17.0,1.0,78.8,5.0,108.0,1997.0,0.2,18.49074074074074,0.0,7.092249290598858,1,1.0,18.0,0
302302,Fail,1.3333333333333333,3.2145502536643185,-1.0,5.0,58.666666666666664,3.0,24.0,513.0,0.6666666666666666,21.375,1.3333333333333333,3.2145502536643185,0,0.6,6.0,1
305152,Fail,0.0,0.0,0.0,0.0,64.0,1.0,11.0,146.0,1.0,13.272727272727273,0.0,0.0,0,0.2,0.0,1
305386,Pass,0.0,0.0,0.0,0.0,78.0,5.0,85.0,1277.0,1.0,15.023529411764706,0.0,0.0,0,1.0,0.0,0
305539,Withdrawn,0.0,0.0,0.0,0.0,0.0,0.0,6.0,68.0,,11.333333333333334,0.0,0.0,0,0.0,0.0,1
306107,Pass,-0.4,0.5477225575051661,-1.0,0.0,58.2,5.0,81.0,987.0,1.0,12.185185185185185,0.0,0.5477225575051661,0,1.0,1.0,0
306466,Pass,-3.0,5.049752469181039,-12.0,0.0,82.0,5.0,110.0,1220.0,0.8,11.090909090909092,0.0,5.049752469181039,1,1.0,12.0,0
306897,Pass,-0.4,4.33589667773576,-4.0,7.0,62.6,5.0,189.0,2742.0,0.4,14.507936507936508,0.0,4.33589667773576,0,1.0,11.0,0
307061,Pass,0.0,0.0,0.0,0.0,81.2,5.0,87.0,1081.0,1.0,12.425287356321839,0.0,0.0,0,1.0,0.0,0
307866,Pass,1.75,3.5,0.0,7.0,60.0,4.0,76.0,1476.0,0.75,19.42105263157895,1.75,3.5,0,0.8,7.0,0
311917,Pass,0.2,4.54972526643093,-3.0,8.0,59.2,5.0,145.0,2230.0,0.4,15.379310344827585,0.2,4.54972526643093,0,1.0,11.0,0
312537,Distinction,-1.6,1.51657508881031,-3.0,0.0,87.8,5.0,271.0,12882.0,0.4,47.535055350553506,0.0,1.51657508881031,0,1.0,3.0,0
312782,Pass,-0.8,0.4472135954999579,-1.0,0.0,61.8,5.0,46.0,281.0,1.0,6.108695652173913,0.0,0.4472135954999579,0,1.0,1.0,0
318933,Pass,-8.0,5.830951894845301,-15.0,-1.0,66.6,5.0,106.0,1281.0,0.2,12.084905660377359,0.0,5.830951894845301,1,1.0,14.0,0
319047,Pass,1.4,3.1304951684997055,0.0,7.0,78.4,5.0,232.0,6589.0,0.8,28.400862068965516,1.4,3.1304951684997055,0,1.0,7.0,0
321942,Pass,-2.8,2.04939015319192,-5.0,-1.0,80.4,5.0,239.0,10083.0,0.4,42.18828451882845,0.0,2.04939015319192,0,1.0,4.0,0
324002,Pass,-0.6,0.5477225575051661,-1.0,0.0,80.4,5.0,122.0,1901.0,1.0,15.581967213114755,0.0,0.5477225575051661,0,1.0,1.0,0
324084,Pass,-0.6,3.3615472627943226,-3.0,5.0,57.6,5.0,110.0,1961.0,0.2,17.827272727272728,0.0,3.3615472627943226,0,1.0,8.0,0
324282,Pass,-0.8,0.8366600265340756,-2.0,0.0,61.2,5.0,38.0,133.0,0.8,3.5,0.0,0.8366600265340756,0,1.0,2.0,0
