last_minute_ratio,engagement_intensity,deadline_pressure,login_consistency,early_starter,completion_rate,activity_span,high_risk,id_student
0.8,11.090909090909092,0.0,5.049752469181039,1,1.0,12.0,0,306466
0.4,14.507936507936508,0.0,4.33589667773576,0,1.0,11.0,0,306897
1.0,12.425287356321839,0.0,0.0,0,1.0,0.0,0,307061
0.75,19.42105263157895,1.75,3.5,0,0.8,7.0,0,307866
0.4,15.379310344827585,0.2,4.54972526643093,0,1.0,11.0,0,311917
0.4,47.535055350553506,0.0,1.51657508881031,0,1.0,3.0,0,312537
1.0,6.108695652173913,0.0,0.4472135954999579,0,1.0,1.0,0,312782
0.2,12.084905660377359,0.0,5.830951894845301,1,1.0,14.0,0,318933
0.8,28.400862068965516,1.4,3.1304951684997055,0,1.0,7.0,0,319047
0.4,42.18828451882845,0.0,2.04939015319192,0,1.0,4.0,0,321942
1.0,15.581967213114755,0.0,0.5477225575051661,0,1.0,1.0,0,324002
0.2,17.827272727272728,0.0,3.3615472627943226,0,1.0,8.0,0,324084
0.8,3.5,0.0,0.8366600265340756,0,1.0,2.0,0,324282
0.5,32.776119402985074,0.5,12.045746137122432,1,1.0,35.0,1,331358
0.5,32.776119402985074,0.5,12.045746137122432,1,1.0,35.0,1,331358
1.0,22.98611111111111,0.0,0.5477225575051661,0,1.0,1.0,0,332789
1.0,9.709677419354838,0.0,0.4472135954999579,0,1.0,1.0,0,333059
1.0,18.0,0.0,0.0,0,1.0,0.0,0,333323
1.0,12.296296296296296,0.5,0.7071067811865476,0,0.4,1.0,1,334259
1.0,9.181818181818182,0.0,0.0,0,0.2,0.0,1,334333
0.5,21.005347593582886,0.0,43.0215892646604,1,1.0,123.0,1,335764
0.5,21.005347593582886,0.0,43.0215892646604,1,1.0,123.0,1,335764
0.2,11.855855855855856,0.0,1.224744871391589,0,1.0,3.0,0,336207
0.2,10.090909090909092,0.0,3.646916505762094,0,1.0,9.0,0,339972
0.2,5.742857142857143,16.0,20.79663434308542,0,1.0,42.0,1,341872
0.3333333333333333,19.73913043478261,1.3333333333333333,11.792653080060767,1,1.0,35.0,1,342007
0.3333333333333333,19.73913043478261,1.3333333333333333,11.792653080060767,1,1.0,35.0,1,342007
0.0,19.897959183673468,0.0,5.244044240850758,1,1.0,13.0,0,342514
0.0,11.63888888888889,0.0,3.6742346141747673,0,1.0,9.0,0,342972
0.6,21.063583815028903,2.4,3.361547262794322,0,1.0,7.0,0,343446
1.0,3.611111111111111,0.0,0.0,0,1.0,0.0,1,344282
0.8,10.72549019607843,1.6,3.0495901363953815,0,1.0,7.0,0,345068
0.4,16.559701492537314,0.0,2.3021728866442674,0,1.0,6.0,0,345357
0.6,5.524271844660194,0.0,1.0,0,1.0,2.0,0,346025
,20.5,0.0,0.0,0,0.0,0.0,1,346843
1.0,9.756410256410257,0.0,0.0,0,1.0,0.0,0,350188
,28.285714285714285,0.0,0.0,0,0.0,0.0,1,354858
1.0,6.148148148148148,0.0,0.0,0,0.6,0.0,1,357668
0.5,13.031746031746032,0.0,2.3804761428476167,0,0.8,5.0,1,364177
1.0,11.423076923076923,0.0,0.0,0,1.0,0.0,0,365244
0.6,14.385135135135135,0.0,1.3038404810405297,0,1.0,3.0,0,365642
0.4,11.356589147286822,0.0,1.3038404810405297,0,1.0,3.0,0,366483
0.6,13.65625,5.2,7.259476565152615,0,1.0,15.0,1,368194
1.0,11.68,0.0,0.4472135954999579,0,1.0,1.0,1,368824
0.4,13.01923076923077,0.0,9.914635646356349,1,1.0,24.0,0,368963
0.8,15.207792207792208,3.2,7.155417527999328,0,1.0,16.0,1,376439
0.6,18.81451612903226,2.0,3.7416573867739413,0,1.0,8.0,0,376581
0.4,10.948453608247423,0.0,1.224744871391589,0,1.0,3.0,0,380953
0.6,5.967032967032967,1.6,6.985699678629191,0,1.0,17.0,0,383254
0.8,5.290322580645161,1.4,3.2093613071762426,0,1.0,8.0,0,386924
0.6,7.982456140350878,1.8,3.271085446759225,0,1.0,8.0,0,386952
0.6,11.771929824561404,2.0,5.196152422706632,0,1.0,12.0,0,388722
0.8,17.5,0.0,3.492849839314596,1,1.0,8.0,0,388885
0.25,10.956043956043956,0.0,45.51844210238934,1,1.0,137.0,1,390890
0.25,10.956043956043956,0.0,45.51844210238934,1,1.0,137.0,1,390890
1.0,8.25,0.0,0.0,0,1.0,0.0,1,392756
0.6,16.966101694915253,4.2,5.310367218940701,0,1.0,10.0,1,392931
1.0,17.52,0.0,0.0,0,1.0,0.0,0,393207
0.6,14.228571428571428,3.0,4.123105625617661,0,1.0,8.0,0,396872
0.8,13.597701149425287,0.0,0.8944271909999159,0,1.0,2.0,1,398552
0.6,10.61111111111111,2.8,3.898717737923586,0,1.0,8.0,0,401869
0.2,17.40963855421687,0.0,0.8366600265340756,0,1.0,2.0,0,402470
0.2,19.576923076923077,0.0,7.854934754662192,1,1.0,20.0,0,404804
0.8,15.954022988505747,1.2,3.271085446759225,0,1.0,8.0,0,405088
,0.0,0.0,0.0,0,0.0,0.0,1,405961
0.6,7.685714285714286,2.6,4.03732584763727,0,1.0,8.0,0,414117
0.16666666666666666,25.763636363636362,0.0,49.18299164006462,1,1.0,125.0,1,415969
0.16666666666666666,25.763636363636362,0.0,49.18299164006462,1,1.0,125.0,1,415969
0.6666666666666666,12.666666666666666,3.0,3.4641016151377544,0,0.6,6.0,1,420087
1.0,16.44,0.0,0.0,0,1.0,0.0,0,429958
1.0,12.92,0.0,0.5477225575051661,0,1.0,1.0,0,441018
1.0,17.186046511627907,0.0,0.8366600265340756,0,1.0,2.0,0,441888
1.0,20.591836734693878,0.0,0.0,0,0.4,0.0,1,442442
1.0,8.864285714285714,0.0,0.0,0,1.0,0.0,0,444677
0.6666666666666666,26.3125,0.0,11.547005383792515,1,0.6,20.0,1,470588
0.6666666666666666,26.3125,0.0,11.547005383792515,1,0.6,20.0,1,470588
0.0,21.61832061068702,0.0,0.5477225575051661,0,1.0,1.0,0,489455
,29.0,0.0,0.0,0,0.0,0.0,1,494424
0.8,11.551282051282051,0.6,3.5777087639996634,0,1.0,8.0,0,495284
1.0,11.340909090909092,0.0,0.0,0,1.0,0.0,0,498857
1.0,18.508196721311474,0.0,0.0,0,1.0,0.0,0,508818
0.4,8.982758620689655,0.0,4.324349662087931,0,1.0,11.0,0,512460
1.0,20.785714285714285,0.0,0.5477225575051661,0,1.0,1.0,0,544103
0.8,13.787878787878787,1.0,2.23606797749979,0,1.0,5.0,0,550383
0.8,7.0,0.0,1.0954451150103321,0,1.0,3.0,1,564450
0.5,28.705882352941178,3.0,4.242640687119285,0,0.4,6.0,1,568601
0.8,18.571428571428573,5.8,12.96919426949878,0,1.0,29.0,1,572652
0.8,25.42,1.2,2.6832815729997477,0,1.0,6.0,0,580389
1.0,10.210526315789474,0.0,0.0,0,0.4,0.0,1,581129
0.6,27.285714285714285,0.0,0.8366600265340756,0,1.0,2.0,0,588775
1.0,16.805555555555557,0.0,0.0,0,1.0,0.0,0,591774
0.2,13.154761904761905,0.0,82.40711943353762,1,1.0,224.0,1,603861
0.2,13.154761904761905,0.0,82.40711943353762,1,1.0,224.0,1,603861
1.0,11.941176470588236,0.0,0.0,0,0.4,0.0,1,606143
0.8,23.389312977099237,0.2,1.0954451150103321,0,1.0,3.0,0,704156
0.6,25.13274336283186,0.0,1.3038404810405297,0,1.0,3.0,0,705379
0.5,50.71604938271605,1.5,2.1213203435596424,0,0.4,3.0,1,721259
0.5,50.71604938271605,1.5,2.1213203435596424,0,0.4,3.0,1,721259
0.0,21.427807486631018,0.0,5.656854249492381,1,1.0,13.0,0,749412
0.2,31.82532751091703,0.0,0.7071067811865476,0,1.0,2.0,0,760729
0.6,18.096385542168676,0.0,2.3874672772626644,0,1.0,6.0,0,905042
0.8,14.436170212765957,0.0,0.4472135954999579,0,1.0,1.0,0,949618
0.8,11.92156862745098,0.0,1.7320508075688772,0,1.0,4.0,0,958987
0.4,13.181818181818182,3.8,4.024922359499621,0,1.0,8.0,1,968578
1.0,14.666666666666666,0.0,0.5773502691896257,0,0.8,1.0,1,969076
0.8,19.60759493670886,0.0,0.7071067811865476,0,1.0,2.0,0,971027
0.8,34.02272727272727,0.6,1.9493588689617927,0,1.0,5.0,0,978739
1.0,12.64,0.0,0.5477225575051661,0,1.0,1.0,0,1035023
0.8,13.56,0.8,1.3038404810405297,0,1.0,3.0,0,1105478
0.5714285714285714,13.746031746031745,3.857142857142857,5.785861256216785,0,1.0,14.0,1,1352868
0.5714285714285714,13.746031746031745,3.857142857142857,5.785861256216785,0,1.0,14.0,1,1352868
0.0,10.0,7.0,0.0,0,0.4,0.0,1,1401935
0.2,12.133333333333333,5.4,6.107372593840988,0,1.0,15.0,1,1402638
0.0,44.348837209302324,41.5,14.849242404917497,0,0.4,21.0,1,1414443
0.0,23.93877551020408,7.0,0.0,0,0.2,0.0,1,1456619
0.0,23.93877551020408,7.0,0.0,0,0.2,0.0,1,1456619
0.8,20.96969696969697,0.0,0.8944271909999159,0,1.0,2.0,0,1465690
0.4,19.236842105263158,3.6,5.081557066709201,0,1.0,13.0,1,1472925
0.4,19.236842105263158,3.6,5.081557066709201,0,1.0,13.0,1,1472925
0.6,22.53548387096774,1.4,1.140175425099138,0,1.0,3.0,0,1488959
0.8,31.593984962406015,0.8,1.7888543819998317,0,1.0,4.0,0,1518989
0.4,38.05263157894737,0.0,1.3416407864998738,0,1.0,3.0,0,1618738
0.5,22.681818181818183,2.0,2.8284271247461903,0,0.4,4.0,1,1620151
0.4,28.023255813953487,0.0,2.949576240750525,1,1.0,7.0,0,1626710
0.6,22.295154185022028,0.0,1.0954451150103324,0,1.0,2.0,0,1640609
0.0,22.17241379310345,0.0,0.0,0,0.2,0.0,1,1686521
1.0,22.225806451612904,0.0,0.0,0,1.0,0.0,0,1729319
0.6,23.453333333333333,0.0,5.215361924162119,1,1.0,10.0,0,1746134
1.0,36.74666666666667,0.0,0.7071067811865476,0,0.4,1.0,1,1758449
,140.0,0.0,0.0,0,0.0,0.0,1,1763015
0.4,31.504464285714285,2.4,2.3021728866442674,0,1.0,5.0,0,1765788
0.6,16.77906976744186,2.0,3.082207001484488,0,1.0,7.0,0,1801229
1.0,11.195121951219512,0.0,0.0,0,1.0,0.0,0,1801641
1.0,27.386554621848738,0.0,0.0,0,1.0,0.0,0,1847830
1.0,26.20614035087719,0.0,0.0,0,1.0,0.0,0,1860318
0.6,17.717171717171716,2.0,3.082207001484488,0,1.0,7.0,0,1889511
0.8,14.777777777777779,0.8,1.788854381999832,0,1.0,4.0,0,1889577
0.0,35.78333333333333,0.0,1.5165750888103102,0,1.0,3.0,0,1894188
0.0,13.551020408163266,0.0,1.51657508881031,1,1.0,4.0,0,1938355
0.6,10.0,2.0,3.464101615137755,0,1.0,8.0,0,1942396
0.0,58.10629921259842,0.0,82.71880076500143,1,1.0,226.0,1,1970390
0.0,58.10629921259842,0.0,82.71880076500143,1,1.0,226.0,1,1970390
0.75,20.266666666666666,0.0,0.5,0,0.8,1.0,0,1976139
1.0,17.296296296296298,0.0,0.0,0,1.0,0.0,0,2011876
1.0,13.307692307692308,0.0,0.4472135954999579,0,1.0,1.0,0,2012966
0.8,18.4468085106383,2.6,5.272570530585627,0,1.0,12.0,0,2051699
1.0,16.455172413793104,0.0,0.5477225575051662,0,1.0,1.0,1,2062879
0.0,42.05882352941177,0.0,24.515301344262525,1,0.6,49.0,1,2065691
0.2857142857142857,13.447368421052632,0.0,48.070880206311216,1,1.0,140.0,1,2073016
0.2857142857142857,13.447368421052632,0.0,48.070880206311216,1,1.0,140.0,1,2073016
0.8,14.692307692307692,1.0,3.3911649915626336,0,1.0,8.0,0,2080474
0.6,10.538461538461538,2.6,3.5777087639996634,0,1.0,7.0,0,2083877
0.0,22.60919540229885,9.5,5.802298395176403,0,0.8,13.0,1,2084066
1.0,13.226415094339623,0.0,0.5477225575051661,0,1.0,1.0,0,2104505
0.4,27.71764705882353,3.8,3.7682887362833544,0,1.0,8.0,1,2122180
0.0,18.952380952380953,0.0,44.5948027080671,1,1.0,127.0,1,2139353
0.0,18.952380952380953,0.0,44.5948027080671,1,1.0,127.0,1,2139353
0.8,22.746987951807228,0.0,1.0954451150103321,0,1.0,3.0,0,2143752
1.0,12.686170212765957,0.0,0.0,0,1.0,0.0,0,2146792
,39.875,0.0,0.0,0,0.0,0.0,1,2149225
1.0,30.772727272727273,0.0,0.4472135954999579,0,1.0,1.0,0,2153153
0.2,25.964285714285715,4.4,6.730527468185536,0,1.0,17.0,1,2155014
1.0,21.0,0.0,0.0,0,0.2,0.0,1,2164705
0.0,18.438356164383563,0.0,4.024922359499621,0,1.0,9.0,0,2171627
0.4,25.695121951219512,0.0,1.0,0,1.0,2.0,0,2182846
0.6,14.74736842105263,0.0,0.8366600265340756,0,1.0,2.0,0,2194100
0.2,20.208333333333332,0.0,3.4641016151377544,1,1.0,9.0,0,2197016
0.8,15.652173913043478,0.0,0.8944271909999159,0,1.0,2.0,0,2208424
1.0,19.261904761904763,0.0,0.5477225575051661,0,1.0,1.0,0,2229865
0.5,31.01219512195122,2.0,2.8284271247461903,0,0.4,4.0,1,2255601
0.6,14.279661016949152,2.6,3.5777087639996634,0,1.0,7.0,0,2268379
0.6,9.303030303030303,3.6,6.5038450166036395,0,1.0,15.0,1,2278464
0.4,12.625,1.0,3.7416573867739413,0,1.0,10.0,0,2293923
0.3333333333333333,25.65909090909091,3.3333333333333335,3.5118845842842465,0,0.6,7.0,1,2312620
0.6,21.048780487804876,5.4,7.469939758793239,0,1.0,15.0,1,2318055
0.6,21.048780487804876,5.4,7.469939758793239,0,1.0,15.0,1,2318055
,0.0,0.0,0.0,0,0.0,0.0,1,2324976
0.6,15.694444444444445,4.4,6.6558245169174945,0,1.0,15.0,1,2329342
0.6,21.178571428571427,2.2,3.492849839314596,0,1.0,7.0,0,2339528
0.6,16.953271028037385,2.4,3.361547262794322,0,1.0,7.0,1,2342426
0.75,14.833333333333334,3.25,6.500000000000001,0,0.8,13.0,1,2344901
1.0,12.910569105691057,0.0,0.7071067811865476,0,1.0,2.0,1,2358056
0.5,16.848,0.0,9.152413160837238,1,1.0,26.0,1,2358969
0.5,16.848,0.0,9.152413160837238,1,1.0,26.0,1,2358969
0.4,27.945525291828794,4.2,3.1144823004794873,0,1.0,7.0,1,2364471
,0.0,0.0,0.0,0,0.0,0.0,1,2365101
,0.0,0.0,0.0,0,0.0,0.0,1,2365101
0.6,23.096774193548388,0.0,2.8284271247461903,0,1.0,8.0,0,2367155
0.8,30.65714285714286,0.6,2.0736441353327724,0,1.0,5.0,0,2369266
1.0,9.024096385542169,0.0,0.447213595499958,0,1.0,1.0,0,2376496
0.75,18.59090909090909,1.5,1.0,0,0.8,2.0,1,2391984
0.6,24.956521739130434,1.0,2.5495097567963922,0,1.0,6.0,1,2411661
0.0,35.642857142857146,0.0,2.1213203435596424,0,0.4,3.0,1,2411778
0.4,16.554455445544555,7.4,7.829431652425354,0,1.0,18.0,1,2412002
0.8,14.80722891566265,1.0,2.23606797749979,0,1.0,5.0,0,2412967
0.0,18.686274509803923,5.0,0.0,0,0.2,0.0,1,2429854
0.0,18.686274509803923,5.0,0.0,0,0.2,0.0,1,2429854
0.8,26.574257425742573,0.0,0.4472135954999579,0,1.0,1.0,0,2437837
0.2,15.948717948717949,5.4,5.683308895353129,0,1.0,15.0,1,2449878
0.3333333333333333,8.714285714285714,3.3333333333333335,3.0550504633038935,0,0.6,6.0,1,2456480
0.6,17.138297872340427,1.6,2.073644135332772,0,1.0,5.0,0,2457256
1.0,18.283842794759824,0.0,0.0,0,1.0,0.0,0,2458355
