id_student,final_result,avg_days_to_deadline,std_days_to_deadline,earliest_submission,latest_submission,avg_score,num_submissions,num_login_days,total_clicks
157568,Pass,9.4,9.60728889958036,-1.0,21.0,70.6,5.0,87.0,1405.0
159954,Withdrawn,-11.2,27.344103569142653,-55.0,12.0,68.2,5.0,124.0,2062.0
159954,Withdrawn,-11.2,27.344103569142653,-55.0,12.0,68.2,5.0,124.0,2062.0
164259,Pass,-0.4,1.3416407864998738,-1.0,2.0,71.8,5.0,51.0,466.0
167906,Pass,2.8,3.8340579025361627,0.0,7.0,69.4,5.0,99.0,1510.0
168936,Pass,0.0,0.0,0.0,0.0,66.4,5.0,42.0,745.0
172112,Pass,7.0,7.0,0.0,14.0,69.6,5.0,135.0,1939.0
172797,Pass,0.8,3.271085446759225,-2.0,6.0,61.4,5.0,86.0,1782.0
174782,Pass,-2.0,0.0,-2.0,-2.0,80.4,5.0,249.0,6318.0
175392,Pass,-1.8,0.8366600265340756,-3.0,-1.0,82.4,5.0,197.0,4447.0
175932,Pass,0.4,1.9493588689617927,-1.0,3.0,78.2,5.0,97.0,2016.0
175991,Fail,16.2,27.949955277245078,-4.0,62.0,37.6,5.0,17.0,138.0
180753,Pass,-2.8,2.16794833886788,-6.0,-1.0,53.4,5.0,157.0,2012.0
181316,Withdrawn,1.0,,1.0,1.0,76.0,1.0,20.0,487.0
183096,Pass,0.6,1.3416407864998738,0.0,3.0,54.0,5.0,116.0,1975.0
183947,Pass,1.0,1.7320508075688772,0.0,4.0,49.0,5.0,58.0,964.0
184271,Pass,-2.6,3.209361307176242,-8.0,0.0,59.8,5.0,147.0,1312.0
185439,Fail,5.0,,5.0,5.0,74.0,1.0,15.0,427.0
186149,Pass,8.6,6.06630035524124,0.0,14.0,76.0,5.0,109.0,2136.0
187100,Distinction,-2.0,0.0,-2.0,-2.0,89.2,5.0,231.0,8562.0
188278,Withdrawn,0.8333333333333334,1.6020819787597222,0.0,4.0,71.66666666666667,6.0,167.0,4497.0
188278,Withdrawn,0.8333333333333334,1.6020819787597222,0.0,4.0,71.66666666666667,6.0,167.0,4497.0
189879,Pass,-0.6,4.449719092257398,-6.0,6.0,79.4,5.0,84.0,1541.0
192183,Pass,0.4,2.073644135332772,-1.0,4.0,68.4,5.0,176.0,3219.0
195262,Withdrawn,1.0,,1.0,1.0,50.0,1.0,58.0,1905.0
200860,Pass,-2.0,3.3166247903554,-7.0,2.0,54.4,5.0,81.0,534.0
202635,Withdrawn,10.333333333333334,3.214550253664318,8.0,14.0,66.66666666666667,3.0,47.0,1418.0
205350,Pass,0.0,0.0,0.0,0.0,72.2,5.0,126.0,1665.0
205719,Fail,3.6666666666666665,3.511884584284246,0.0,7.0,56.666666666666664,3.0,32.0,333.0
227499,Distinction,-1.0,1.2247448713915892,-3.0,0.0,83.6,5.0,162.0,2953.0
227517,Fail,-0.6,0.5477225575051662,-1.0,0.0,62.6,5.0,69.0,1205.0
228082,Pass,0.0,0.0,0.0,0.0,72.4,5.0,37.0,227.0
228222,Pass,6.8,6.760177512462229,0.0,14.0,61.8,5.0,38.0,445.0
229179,Pass,-0.8,0.8366600265340756,-2.0,0.0,66.0,5.0,50.0,614.0
229361,Pass,-1.0,0.0,-1.0,-1.0,78.0,5.0,123.0,1215.0
231554,Pass,0.5,0.5773502691896257,0.0,1.0,67.75,4.0,86.0,1839.0
235507,Withdrawn,1.6666666666666667,3.7771241264574122,-1.0,7.0,57.833333333333336,6.0,136.0,1257.0
235507,Withdrawn,1.6666666666666667,3.7771241264574122,-1.0,7.0,57.833333333333336,6.0,136.0,1257.0
236284,Pass,1.6,2.1908902300206647,0.0,4.0,78.0,5.0,41.0,732.0
238007,Pass,0.0,0.0,0.0,0.0,79.2,5.0,162.0,1935.0
240712,Pass,0.0,0.0,0.0,0.0,75.8,5.0,26.0,321.0
240884,Pass,-2.0,1.7320508075688772,-5.0,-1.0,58.4,5.0,44.0,427.0
241649,Pass,-6.0,6.041522986797286,-13.0,0.0,78.8,5.0,135.0,1892.0
241729,Fail,1.0,5.1478150704935,-3.0,10.0,58.6,5.0,117.0,1829.0
242793,Pass,-0.6,0.5477225575051661,-1.0,0.0,77.4,5.0,56.0,658.0
246834,Pass,-0.2,0.447213595499958,-1.0,0.0,55.6,5.0,68.0,1174.0
248270,Pass,3.8,4.324349662087931,-1.0,9.0,78.4,5.0,193.0,1969.0
255548,Pass,4.8,4.324349662087931,0.0,11.0,71.4,5.0,166.0,2580.0
256815,Pass,4.6,8.590692637965812,-5.0,18.0,76.8,5.0,139.0,1481.0
258392,Pass,2.2,3.96232255123179,-1.0,7.0,58.8,5.0,53.0,844.0
258894,Pass,3.2,5.630275304103699,0.0,13.0,64.8,5.0,204.0,4963.0
260355,Withdrawn,5.666666666666667,4.041451884327381,2.0,10.0,57.5,3.0,43.0,426.0
260355,Withdrawn,5.666666666666667,4.041451884327381,2.0,10.0,57.5,3.0,43.0,426.0
262011,Pass,2.6,6.387487769068525,-1.0,14.0,71.0,5.0,69.0,1066.0
262934,Pass,-1.0,0.0,-1.0,-1.0,76.6,5.0,119.0,2407.0
268073,Fail,-2.2,1.6431676725154984,-4.0,-1.0,74.6,5.0,116.0,3210.0
268733,Withdrawn,5.5,6.363961030678928,1.0,10.0,43.0,2.0,18.0,191.0
268733,Withdrawn,5.5,6.363961030678928,1.0,10.0,43.0,2.0,18.0,191.0
271251,Pass,0.0,0.0,0.0,0.0,76.4,5.0,128.0,3348.0
277880,Withdrawn,-28.666666666666668,50.492243628766055,-118.0,18.0,67.66666666666667,6.0,82.0,2028.0
277880,Withdrawn,-28.666666666666668,50.492243628766055,-118.0,18.0,67.66666666666667,6.0,82.0,2028.0
279572,Distinction,-3.0,2.9154759474226504,-7.0,0.0,79.2,5.0,63.0,1183.0
281022,Pass,1.4,2.4083189157584592,-1.0,4.0,73.4,5.0,49.0,492.0
281250,Fail,-2.2,2.16794833886788,-6.0,-1.0,55.4,5.0,15.0,130.0
281589,Fail,,,,,,,8.0,59.0
282821,Pass,5.8,5.310367218940701,0.0,10.0,60.6,5.0,87.0,1961.0
286488,Pass,2.0,2.9154759474226504,-1.0,6.0,71.0,5.0,68.0,1046.0
287548,Pass,-0.4,1.3416407864998738,-1.0,2.0,67.8,5.0,47.0,483.0
290201,Pass,1.2,3.271085446759225,-1.0,7.0,70.4,5.0,108.0,1740.0
290757,Pass,-0.8,0.4472135954999579,-1.0,0.0,75.0,5.0,33.0,652.0
291334,Distinction,0.6,3.0495901363953815,-1.0,6.0,83.6,5.0,229.0,5231.0
292923,Withdrawn,,,,,,,0.0,0.0
293699,Pass,4.0,4.618802153517006,0.0,8.0,46.75,4.0,28.0,187.0
294570,Pass,-3.6,0.8944271909999159,-5.0,-3.0,78.2,5.0,119.0,1775.0
294594,Pass,-1.4,0.5477225575051662,-2.0,-1.0,52.8,5.0,94.0,865.0
295741,Fail,-0.5882352941176471,2.623423896585619,-4.0,7.0,71.0,17.0,166.0,3099.0
295741,Fail,-0.5882352941176471,2.623423896585619,-4.0,7.0,71.0,17.0,166.0,3099.0
296332,Distinction,-2.8,2.4899799195977463,-7.0,-1.0,86.8,5.0,124.0,2152.0
298696,Pass,2.6,6.387487769068525,-1.0,14.0,80.8,5.0,58.0,514.0
300398,Pass,-8.6,7.092249290598858,-17.0,1.0,78.8,5.0,108.0,1997.0
302302,Fail,1.3333333333333333,3.2145502536643185,-1.0,5.0,58.666666666666664,3.0,24.0,513.0
305152,Fail,0.0,,0.0,0.0,64.0,1.0,11.0,146.0
305386,Pass,0.0,0.0,0.0,0.0,78.0,5.0,85.0,1277.0
305539,Withdrawn,,,,,,,6.0,68.0
306107,Pass,-0.4,0.5477225575051661,-1.0,0.0,58.2,5.0,81.0,987.0
306466,Pass,-3.0,5.049752469181039,-12.0,0.0,82.0,5.0,110.0,1220.0
306897,Pass,-0.4,4.33589667773576,-4.0,7.0,62.6,5.0,189.0,2742.0
307061,Pass,0.0,0.0,0.0,0.0,81.2,5.0,87.0,1081.0
307866,Pass,1.75,3.5,0.0,7.0,60.0,4.0,76.0,1476.0
311917,Pass,0.2,4.54972526643093,-3.0,8.0,59.2,5.0,145.0,2230.0
312537,Distinction,-1.6,1.51657508881031,-3.0,0.0,87.8,5.0,271.0,12882.0
312782,Pass,-0.8,0.4472135954999579,-1.0,0.0,61.8,5.0,46.0,281.0
318933,Pass,-8.0,5.830951894845301,-15.0,-1.0,66.6,5.0,106.0,1281.0
319047,Pass,1.4,3.1304951684997055,0.0,7.0,78.4,5.0,232.0,6589.0
321942,Pass,-2.8,2.04939015319192,-5.0,-1.0,80.4,5.0,239.0,10083.0
324002,Pass,-0.6,0.5477225575051661,-1.0,0.0,80.4,5.0,122.0,1901.0
324084,Pass,-0.6,3.3615472627943226,-3.0,5.0,57.6,5.0,110.0,1961.0
324282,Pass,-0.8,0.8366600265340756,-2.0,0.0,61.2,5.0,38.0,133.0
331358,Withdrawn,0.5,12.045746137122432,-20.0,15.0,84.66666666666667,6.0,201.0,6588.0
331358,Withdrawn,0.5,12.045746137122432,-20.0,15.0,84.66666666666667,6.0,201.0,6588.0
332789,Pass,-0.4,0.5477225575051661,-1.0,0.0,74.4,5.0,72.0,1655.0
333059,Pass,-0.2,0.4472135954999579,-1.0,0.0,65.8,5.0,31.0,301.0
333323,Pass,0.0,0.0,0.0,0.0,74.4,5.0,36.0,648.0
334259,Fail,0.5,0.7071067811865476,0.0,1.0,53.0,2.0,27.0,332.0
334333,Withdrawn,-1.0,,-1.0,-1.0,36.0,1.0,33.0,303.0
335764,Withdrawn,-23.5,43.0215892646604,-118.0,5.0,86.875,8.0,187.0,3928.0
335764,Withdrawn,-23.5,43.0215892646604,-118.0,5.0,86.875,8.0,187.0,3928.0
336207,Pass,-2.0,1.224744871391589,-3.0,0.0,68.2,5.0,111.0,1316.0
339972,Pass,-0.4,3.646916505762094,-3.0,6.0,49.8,5.0,33.0,333.0
341872,Fail,16.0,20.79663434308542,-3.0,39.0,64.2,5.0,35.0,201.0
342007,Withdrawn,1.3333333333333333,11.792653080060767,-20.0,15.0,82.33333333333333,6.0,161.0,3178.0
342007,Withdrawn,1.3333333333333333,11.792653080060767,-20.0,15.0,82.33333333333333,6.0,161.0,3178.0
342514,Pass,-10.0,5.244044240850758,-16.0,-3.0,77.2,5.0,98.0,1950.0
342972,Pass,-2.0,3.6742346141747673,-5.0,4.0,60.4,5.0,72.0,838.0
343446,Pass,2.4,3.361547262794322,0.0,7.0,78.4,5.0,173.0,3644.0
344282,Fail,-1.0,0.0,-1.0,-1.0,49.2,5.0,18.0,65.0
345068,Pass,1.6,3.0495901363953815,0.0,7.0,78.0,5.0,51.0,547.0
345357,Distinction,-2.4,2.3021728866442674,-6.0,0.0,80.4,5.0,134.0,2219.0
346025,Pass,-1.0,1.0,-2.0,0.0,82.4,5.0,103.0,569.0
346843,Fail,,,,,,,8.0,164.0
350188,Pass,0.0,0.0,0.0,0.0,73.8,5.0,78.0,761.0
354858,Withdrawn,,,,,,,7.0,198.0
357668,Fail,0.0,0.0,0.0,0.0,57.0,3.0,27.0,166.0
364177,Fail,-2.5,2.3804761428476167,-5.0,0.0,69.0,4.0,63.0,821.0
365244,Pass,0.0,0.0,0.0,0.0,56.4,5.0,78.0,891.0
365642,Pass,-1.8,1.3038404810405297,-4.0,-1.0,70.0,5.0,148.0,2129.0
366483,Pass,-2.2,1.3038404810405297,-4.0,-1.0,76.8,5.0,129.0,1465.0
368194,Pass,5.2,7.259476565152615,0.0,15.0,50.4,5.0,32.0,437.0
368824,Fail,-0.8,0.4472135954999579,-1.0,0.0,55.6,5.0,25.0,292.0
368963,Pass,-5.4,9.914635646356349,-23.0,1.0,66.4,5.0,52.0,677.0
376439,Distinction,3.2,7.155417527999328,0.0,16.0,87.0,5.0,154.0,2342.0
376581,Pass,2.0,3.7416573867739413,-1.0,7.0,72.8,5.0,124.0,2333.0
380953,Pass,-2.0,1.224744871391589,-4.0,-1.0,67.8,5.0,97.0,1062.0
383254,Pass,1.6,6.985699678629191,-3.0,14.0,75.6,5.0,91.0,543.0
386924,Pass,1.4,3.2093613071762426,-1.0,7.0,67.8,5.0,31.0,164.0
386952,Pass,1.8,3.271085446759225,-1.0,7.0,68.0,5.0,114.0,910.0
388722,Pass,2.0,5.196152422706632,-1.0,11.0,63.8,5.0,57.0,671.0
388885,Pass,-1.8,3.492849839314596,-8.0,0.0,60.6,5.0,50.0,875.0
390890,Withdrawn,-20.25,45.51844210238934,-118.0,19.0,68.625,8.0,91.0,997.0
390890,Withdrawn,-20.25,45.51844210238934,-118.0,19.0,68.625,8.0,91.0,997.0
392756,Fail,0.0,0.0,0.0,0.0,45.0,5.0,44.0,363.0
392931,Pass,4.2,5.310367218940701,0.0,10.0,68.4,5.0,177.0,3003.0
393207,Pass,-1.0,0.0,-1.0,-1.0,74.2,5.0,50.0,876.0
396872,Pass,3.0,4.123105625617661,0.0,8.0,61.4,5.0,70.0,996.0
398552,Fail,-0.6,0.8944271909999159,-2.0,0.0,46.4,5.0,87.0,1183.0
401869,Pass,2.8,3.898717737923586,0.0,8.0,65.0,5.0,90.0,955.0
402470,Pass,-2.2,0.8366600265340756,-3.0,-1.0,72.6,5.0,83.0,1445.0
404804,Pass,-8.2,7.854934754662192,-21.0,-1.0,43.8,5.0,26.0,509.0
405088,Pass,1.2,3.271085446759225,-1.0,7.0,77.2,5.0,87.0,1388.0
405961,Withdrawn,,,,,,,0.0,0.0
414117,Pass,2.6,4.03732584763727,-1.0,7.0,76.4,5.0,105.0,807.0
415969,Withdrawn,-29.833333333333332,49.18299164006462,-118.0,7.0,59.666666666666664,6.0,55.0,1417.0
415969,Withdrawn,-29.833333333333332,49.18299164006462,-118.0,7.0,59.666666666666664,6.0,55.0,1417.0
420087,Fail,3.0,3.4641016151377544,1.0,7.0,76.0,3.0,27.0,342.0
429958,Pass,0.0,0.0,0.0,0.0,58.4,5.0,25.0,411.0
441018,Pass,-0.6,0.5477225575051661,-1.0,0.0,59.8,5.0,50.0,646.0
441888,Pass,-0.2,0.8366600265340756,-1.0,1.0,70.6,5.0,43.0,739.0
442442,Withdrawn,0.0,0.0,0.0,0.0,40.5,2.0,49.0,1009.0
444677,Distinction,0.0,0.0,0.0,0.0,87.6,5.0,140.0,1241.0
470588,Withdrawn,-6.666666666666667,11.547005383792515,-20.0,0.0,79.33333333333333,3.0,32.0,842.0
470588,Withdrawn,-6.666666666666667,11.547005383792515,-20.0,0.0,79.33333333333333,3.0,32.0,842.0
489455,Pass,-3.6,0.5477225575051661,-4.0,-3.0,70.6,5.0,131.0,2832.0
494424,Fail,,,,,,,2.0,58.0
495284,Pass,0.6,3.5777087639996634,-1.0,7.0,66.6,5.0,78.0,901.0
498857,Pass,0.0,0.0,0.0,0.0,73.0,5.0,88.0,998.0
508818,Pass,0.0,0.0,0.0,0.0,71.8,5.0,61.0,1129.0
512460,Pass,-0.2,4.324349662087931,-4.0,7.0,72.4,5.0,58.0,521.0
544103,Pass,-0.6,0.5477225575051661,-1.0,0.0,81.0,5.0,112.0,2328.0
550383,Pass,1.0,2.23606797749979,0.0,5.0,72.0,5.0,66.0,910.0
564450,Fail,-1.2,1.0954451150103321,-3.0,0.0,59.2,5.0,32.0,224.0
568601,Withdrawn,3.0,4.242640687119285,0.0,6.0,81.5,2.0,17.0,488.0
572652,Pass,5.8,12.96919426949878,0.0,29.0,73.2,5.0,42.0,780.0
580389,Pass,1.2,2.6832815729997477,0.0,6.0,71.4,5.0,50.0,1271.0
581129,Fail,0.0,0.0,0.0,0.0,40.0,2.0,19.0,194.0
588775,Pass,-1.2,0.8366600265340756,-2.0,0.0,82.8,5.0,259.0,7067.0
591774,Pass,0.0,0.0,0.0,0.0,76.2,5.0,36.0,605.0
603861,Withdrawn,-55.6,82.40711943353762,-216.0,8.0,63.0,10.0,84.0,1105.0
603861,Withdrawn,-55.6,82.40711943353762,-216.0,8.0,63.0,10.0,84.0,1105.0
606143,Fail,0.0,0.0,0.0,0.0,66.0,2.0,34.0,406.0
704156,Pass,0.2,1.0954451150103321,-1.0,2.0,66.0,5.0,131.0,3064.0
705379,Distinction,-0.8,1.3038404810405297,-2.0,1.0,80.8,5.0,226.0,5680.0
721259,Withdrawn,1.5,2.1213203435596424,0.0,3.0,65.0,2.0,81.0,4108.0
721259,Withdrawn,1.5,2.1213203435596424,0.0,3.0,65.0,2.0,81.0,4108.0
749412,Pass,-6.0,5.656854249492381,-16.0,-3.0,72.0,5.0,187.0,4007.0
760729,Distinction,-2.0,0.7071067811865476,-3.0,-1.0,81.2,5.0,229.0,7288.0
905042,Pass,-0.2,2.3874672772626644,-2.0,4.0,76.4,5.0,166.0,3004.0
949618,Pass,-1.2,0.4472135954999579,-2.0,-1.0,61.8,5.0,94.0,1357.0
958987,Pass,0.0,1.7320508075688772,-1.0,3.0,77.2,5.0,102.0,1216.0
968578,Pass,3.8,4.024922359499621,0.0,8.0,72.0,5.0,66.0,870.0
969076,Withdrawn,-0.5,0.5773502691896257,-1.0,0.0,59.75,4.0,135.0,1980.0
971027,Pass,-1.0,0.7071067811865476,-2.0,0.0,68.0,5.0,158.0,3098.0
978739,Pass,0.6,1.9493588689617927,-1.0,4.0,56.6,5.0,176.0,5988.0
1035023,Pass,-0.4,0.5477225575051661,-1.0,0.0,70.0,5.0,150.0,1896.0
1105478,Pass,0.8,1.3038404810405297,0.0,3.0,82.6,5.0,125.0,1695.0
1352868,Withdrawn,3.857142857142857,5.785861256216785,0.0,14.0,68.57142857142857,7.0,126.0,1732.0
1352868,Withdrawn,3.857142857142857,5.785861256216785,0.0,14.0,68.57142857142857,7.0,126.0,1732.0
1401935,Fail,7.0,0.0,7.0,7.0,35.0,2.0,24.0,240.0
1402638,Pass,5.4,6.107372593840988,1.0,16.0,75.2,5.0,75.0,910.0
1414443,Fail,41.5,14.849242404917497,31.0,52.0,59.0,2.0,43.0,1907.0
1456619,Withdrawn,7.0,,7.0,7.0,63.0,1.0,49.0,1173.0
1456619,Withdrawn,7.0,,7.0,7.0,63.0,1.0,49.0,1173.0
1465690,Pass,-0.6,0.8944271909999159,-2.0,0.0,81.8,5.0,165.0,3460.0
1472925,Fail,3.6,5.081557066709201,-2.0,11.0,61.9,10.0,76.0,1462.0
1472925,Fail,3.6,5.081557066709201,-2.0,11.0,61.9,10.0,76.0,1462.0
1488959,Pass,1.4,1.140175425099138,0.0,3.0,61.8,5.0,155.0,3493.0
1518989,Pass,0.8,1.7888543819998317,0.0,4.0,73.0,5.0,133.0,4202.0
1618738,Pass,-1.4,1.3416407864998738,-3.0,0.0,79.6,5.0,19.0,723.0
1620151,Fail,2.0,2.8284271247461903,0.0,4.0,77.5,2.0,44.0,998.0
1626710,Distinction,-2.8,2.949576240750525,-8.0,-1.0,84.6,5.0,215.0,6025.0
1640609,Pass,-1.8,1.0954451150103324,-3.0,-1.0,85.0,5.0,227.0,5061.0
1686521,Withdrawn,-2.0,,-2.0,-2.0,68.0,1.0,29.0,643.0
1729319,Pass,0.0,0.0,0.0,0.0,78.2,5.0,124.0,2756.0
1746134,Pass,-4.8,5.215361924162119,-11.0,-1.0,83.8,5.0,75.0,1759.0
1758449,Withdrawn,-0.5,0.7071067811865476,-1.0,0.0,61.0,2.0,75.0,2756.0
1763015,Withdrawn,,,,,,,3.0,420.0
1765788,Pass,2.4,2.3021728866442674,0.0,5.0,66.2,5.0,224.0,7057.0
1801229,Pass,2.0,3.082207001484488,0.0,7.0,76.8,5.0,86.0,1443.0
1801641,Pass,-1.0,0.0,-1.0,-1.0,77.4,5.0,41.0,459.0
1847830,Pass,-1.0,0.0,-1.0,-1.0,71.0,5.0,238.0,6518.0
1860318,Pass,0.0,0.0,0.0,0.0,62.6,5.0,228.0,5975.0
1889511,Pass,2.0,3.082207001484488,0.0,7.0,72.0,5.0,99.0,1754.0
1889577,Pass,0.8,1.788854381999832,0.0,4.0,73.6,5.0,63.0,931.0
1894188,Pass,-4.6,1.5165750888103102,-6.0,-3.0,70.4,5.0,120.0,4294.0
1938355,Pass,-6.6,1.51657508881031,-9.0,-5.0,73.0,5.0,147.0,1992.0
1942396,Pass,2.0,3.464101615137755,0.0,8.0,53.6,5.0,47.0,470.0
1970390,Withdrawn,-55.2,82.71880076500143,-216.0,10.0,83.6,10.0,254.0,14759.0
1970390,Withdrawn,-55.2,82.71880076500143,-216.0,10.0,83.6,10.0,254.0,14759.0
1976139,Pass,-1.25,0.5,-2.0,-1.0,67.25,4.0,60.0,1216.0
2011876,Pass,0.0,0.0,0.0,0.0,76.0,5.0,81.0,1401.0
2012966,Pass,-0.8,0.4472135954999579,-1.0,0.0,78.4,5.0,39.0,519.0
2051699,Pass,2.6,5.272570530585627,0.0,12.0,66.6,5.0,94.0,1734.0
2062879,Fail,-0.6,0.5477225575051662,-1.0,0.0,61.2,5.0,145.0,2386.0
2065691,Withdrawn,-7.0,24.515301344262525,-32.0,17.0,35.666666666666664,3.0,34.0,1430.0
2073016,Withdrawn,-23.857142857142858,48.070880206311216,-118.0,22.0,58.857142857142854,7.0,76.0,1022.0
2073016,Withdrawn,-23.857142857142858,48.070880206311216,-118.0,22.0,58.857142857142854,7.0,76.0,1022.0
2080474,Pass,1.0,3.3911649915626336,-1.0,7.0,69.6,5.0,78.0,1146.0
